2022-07-12 09:30:00-04:00,164.8000030517578,164.8000030517578,163.9384002685547,164.1300048828125,164.1300048828125,450671
2022-07-12 09:31:00-04:00,164.0399932861328,164.7899932861328,164.0399932861328,164.38999938964844,164.38999938964844,98307
2022-07-12 09:32:00-04:00,164.4149932861328,164.5,164.0,164.02999877929688,164.02999877929688,58771
2022-07-12 09:33:00-04:00,164.0399932861328,164.59620666503906,164.02999877929688,164.32000732421875,164.32000732421875,62374
2022-07-12 09:34:00-04:00,164.33999633789062,164.60000610351562,163.69009399414062,164.60000610351562,164.60000610351562,77029
2022-07-12 09:35:00-04:00,165.08999633789062,165.43499755859375,165.04010009765625,165.43499755859375,165.43499755859375,131698
2022-07-12 09:36:00-04:00,164.92999267578125,165.21429443359375,164.881103515625,165.19000244140625,165.19000244140625,90544
2022-07-12 09:37:00-04:00,165.17999267578125,165.32000732421875,165.08160400390625,165.25999450683594,165.25999450683594,72312
2022-07-12 09:38:00-04:00,165.25,165.31109619140625,164.89999389648438,165.14999389648438,165.14999389648438,73771
2022-07-12 09:39:00-04:00,165.42999267578125,165.42999267578125,165.1999969482422,165.22999572753906,165.22999572753906,91622
2022-07-12 09:40:00-04:00,165.0,165.3800048828125,164.94000244140625,165.35699462890625,165.35699462890625,110510
2022-07-12 09:41:00-04:00,165.50010681152344,165.91070556640625,165.38499450683594,165.57000732421875,165.57000732421875,109549
2022-07-12 09:42:00-04:00,165.17999267578125,165.3000030517578,164.94500732421875,164.99000549316406,164.99000549316406,66163
2022-07-12 09:43:00-04:00,165.0,165.11770629882812,164.7100067138672,164.81500244140625,164.81500244140625,49419
2022-07-12 09:44:00-04:00,164.5,164.50559997558594,164.38099670410156,164.4600067138672,164.4600067138672,71049
2022-07-12 09:45:00-04:00,164.33999633789062,164.3699951171875,164.2899932861328,164.30999755859375,164.30999755859375,76541
2022-07-12 09:46:00-04:00,164.0,164.0,163.75999450683594,163.83999633789062,163.83999633789062,87746
2022-07-12 09:47:00-04:00,163.875,164.22999572753906,163.80999755859375,164.1649932861328,164.1649932861328,108981
2022-07-12 09:48:00-04:00,164.25,164.3096923828125,164.02000427246094,164.22999572753906,164.22999572753906,73821
2022-07-12 09:49:00-04:00,164.0,164.0,163.88999938964844,163.88999938964844,163.88999938964844,83578
2022-07-12 09:50:00-04:00,164.0,164.10000610351562,163.97999572753906,164.10000610351562,164.10000610351562,48451
2022-07-12 09:51:00-04:00,163.83999633789062,163.889892578125,163.77999877929688,163.889892578125,163.889892578125,51134
2022-07-12 09:52:00-04:00,164.0,164.39999389648438,164.0,164.32760620117188,164.32760620117188,70861
2022-07-12 09:53:00-04:00,164.125,164.16000366210938,164.0500030517578,164.10000610351562,164.10000610351562,50184
2022-07-12 09:54:00-04:00,164.08999633789062,164.22999572753906,163.9595947265625,164.13999938964844,164.13999938964844,43621
2022-07-12 09:55:00-04:00,164.0,164.36839294433594,164.0,164.3582000732422,164.3582000732422,64123
2022-07-12 09:56:00-04:00,164.35569763183594,164.38999938964844,164.25999450683594,164.3699951171875,164.3699951171875,38651
2022-07-12 09:57:00-04:00,164.25,164.3800048828125,164.0677032470703,164.3800048828125,164.3800048828125,44748
2022-07-12 09:58:00-04:00,164.25,164.2899932861328,164.1999969482422,164.1999969482422,164.1999969482422,62068
2022-07-12 09:59:00-04:00,163.59100341796875,164.1699981689453,163.50999450683594,163.55999755859375,163.55999755859375,84294
2022-07-12 10:00:00-04:00,163.5,163.54989624023438,163.0135040283203,163.03570556640625,163.03570556640625,81876
2022-07-12 10:01:00-04:00,163.0500030517578,163.27000427246094,162.9300994873047,163.16000366210938,163.16000366210938,53928
2022-07-12 10:02:00-04:00,163.1999969482422,163.27000427246094,162.80999755859375,162.97999572753906,162.97999572753906,68410
2022-07-12 10:03:00-04:00,163.0,163.00999450683594,162.6103057861328,162.6300048828125,162.6300048828125,69979
2022-07-12 10:04:00-04:00,162.63299560546875,163.03990173339844,162.63009643554688,162.9149932861328,162.9149932861328,45610
2022-07-12 10:05:00-04:00,162.94000244140625,163.44000244140625,162.88999938964844,163.38999938964844,163.38999938964844,72665
2022-07-12 10:06:00-04:00,163.3800048828125,163.94000244140625,163.3800048828125,163.8430938720703,163.8430938720703,65546
2022-07-12 10:07:00-04:00,163.8699951171875,163.8699951171875,163.39999389648438,163.39999389648438,163.39999389648438,42861
2022-07-12 10:08:00-04:00,163.4174041748047,163.42999267578125,163.0500030517578,163.08999633789062,163.08999633789062,40780
2022-07-12 10:09:00-04:00,163.08999633789062,163.17999267578125,162.94000244140625,163.05999755859375,163.05999755859375,72179
2022-07-12 10:10:00-04:00,163.06280517578125,163.28770446777344,162.87789916992188,162.97999572753906,162.97999572753906,33059
2022-07-12 10:11:00-04:00,162.9499969482422,163.04989624023438,162.75,162.97999572753906,162.97999572753906,59487
2022-07-12 10:12:00-04:00,163.0399932861328,163.5749969482422,163.0399932861328,163.10000610351562,163.10000610351562,63107
2022-07-12 10:13:00-04:00,163.08999633789062,163.2100067138672,163.02000427246094,163.1697998046875,163.1697998046875,39123
2022-07-12 10:14:00-04:00,163.09500122070312,163.27000427246094,163.08999633789062,163.19000244140625,163.19000244140625,41902
2022-07-12 10:15:00-04:00,163.1999969482422,163.35000610351562,163.1300048828125,163.25,163.25,47400
2022-07-12 10:16:00-04:00,163.25,163.25,162.89999389648438,163.05999755859375,163.05999755859375,51097
2022-07-12 10:17:00-04:00,163.05999755859375,163.36000061035156,162.85000610351562,162.94009399414062,162.94009399414062,45889
